route,date,daytype,rides
112,5/16/20,A,408
112,5/17/20,U,163
112,5/18/20,W,590
112,5/19/20,W,473
112,5/20/20,W,587
112,5/21/20,W,603
112,5/22/20,W,558
112,5/23/20,A,368
112,5/24/20,U,160
112,5/25/20,U,258
112,5/26/20,W,638
112,5/27/20,W,586
112,5/28/20,W,557
112,5/29/20,W,899
112,5/30/20,A,354
112,5/31/20,U,177
115,5/1/20,W,1183
115,5/2/20,A,890
115,5/3/20,U,722
115,5/4/20,W,1060
115,5/5/20,W,1091
115,5/6/20,W,1079
115,5/7/20,W,1147
115,5/8/20,W,1126
115,5/9/20,A,928
115,5/10/20,U,693
115,5/11/20,W,971
115,5/12/20,W,1045
115,5/13/20,W,1135
115,5/14/20,W,845
115,5/15/20,W,1197
115,5/16/20,A,852
115,5/17/20,U,544
115,5/18/20,W,1005
115,5/19/20,W,1096
115,5/20/20,W,1198
115,5/21/20,W,1256
115,5/22/20,W,1221
115,5/23/20,A,891
115,5/24/20,U,905
115,5/25/20,U,932
115,5/26/20,W,1121
115,5/27/20,W,1264
115,5/28/20,W,1172
115,5/29/20,W,1030
115,5/30/20,A,802
115,5/31/20,U,385
119,5/1/20,W,2434
119,5/2/20,A,1796
119,5/3/20,U,1371
119,5/4/20,W,1847
119,5/5/20,W,1707
119,5/6/20,W,2036
119,5/7/20,W,1756
119,5/8/20,W,1977
119,5/9/20,A,1615
119,5/10/20,U,1233
119,5/11/20,W,1842
119,5/12/20,W,1904
119,5/13/20,W,2060
119,5/14/20,W,1585
119,5/15/20,W,2213
119,5/16/20,A,1771
119,5/17/20,U,944
119,5/18/20,W,1990
119,5/19/20,W,1904
119,5/20/20,W,2075
119,5/21/20,W,2051
119,5/22/20,W,2140
119,5/23/20,A,2161
119,5/24/20,U,1773
119,5/25/20,U,1259
119,5/26/20,W,2192
119,5/27/20,W,2067
119,5/28/20,W,1984
119,5/29/20,W,1861
119,5/30/20,A,1343
119,5/31/20,U,907
12,5/1/20,W,5555
12,5/2/20,A,3693
12,5/3/20,U,3010
12,5/4/20,W,4602
12,5/5/20,W,4481
12,5/6/20,W,5295
12,5/7/20,W,4024
12,5/8/20,W,4432
12,5/9/20,A,3689
12,5/10/20,U,2008
12,5/11/20,W,4400
12,5/12/20,W,4537
12,5/13/20,W,4662
12,5/14/20,W,3690
12,5/15/20,W,2822
12,5/16/20,A,3287
12,5/17/20,U,1957
12,5/18/20,W,4021
12,5/19/20,W,3685
12,5/20/20,W,3461
12,5/21/20,W,4080
12,5/22/20,W,2941
12,5/23/20,A,2503
12,5/24/20,U,3513
12,5/25/20,U,3345
12,5/26/20,W,4366
12,5/27/20,W,4088
12,5/28/20,W,3736
12,5/29/20,W,5569
12,5/30/20,A,2534
12,5/31/20,U,850
120,5/1/20,W,12
120,5/4/20,W,18
120,5/5/20,W,11
120,5/6/20,W,59
120,5/7/20,W,36
120,5/8/20,W,8
120,5/11/20,W,8
120,5/12/20,W,34
120,5/13/20,W,9
120,5/14/20,W,9
120,5/15/20,W,37
120,5/18/20,W,8
120,5/19/20,W,5
120,5/20/20,W,29
120,5/21/20,W,80
120,5/22/20,W,5
120,5/26/20,W,51
120,5/27/20,W,26
120,5/28/20,W,4
120,5/29/20,W,7
121,5/1/20,W,70
121,5/4/20,W,66
121,5/5/20,W,65
121,5/6/20,W,7
121,5/7/20,W,91
121,5/8/20,W,82
121,5/11/20,W,63
121,5/12/20,W,103
121,5/13/20,W,70
121,5/14/20,W,70
121,5/15/20,W,11
121,5/18/20,W,130
121,5/19/20,W,230
121,5/20/20,W,46
121,5/21/20,W,78
121,5/22/20,W,33
121,5/26/20,W,5
121,5/27/20,W,30
121,5/28/20,W,33
121,5/29/20,W,166
124,5/1/20,W,96
124,5/2/20,A,127
124,5/3/20,U,78
124,5/4/20,W,81
124,5/5/20,W,78
124,5/6/20,W,29
124,5/7/20,W,82
124,5/8/20,W,69
124,5/9/20,A,40
124,5/10/20,U,41
124,5/11/20,W,37
124,5/12/20,W,111
124,5/13/20,W,102
124,5/14/20,W,127
124,5/15/20,W,128
124,5/16/20,A,108
124,5/17/20,U,94
124,5/18/20,W,102
124,5/19/20,W,49
124,5/20/20,W,107
124,5/21/20,W,79
124,5/22/20,W,83
124,5/23/20,A,68
124,5/24/20,U,101
124,5/25/20,U,116
124,5/26/20,W,125
124,5/27/20,W,64
124,5/28/20,W,107
124,5/29/20,W,215
124,5/30/20,A,44
125,5/1/20,W,84
125,5/4/20,W,45
125,5/5/20,W,81
125,5/6/20,W,67
125,5/7/20,W,40
125,5/8/20,W,55
125,5/11/20,W,102
125,5/12/20,W,70
125,5/13/20,W,42
125,5/14/20,W,70
125,5/15/20,W,74
125,5/18/20,W,32
125,5/19/20,W,87
125,5/20/20,W,54
125,5/21/20,W,54
125,5/22/20,W,60
125,5/26/20,W,59
125,5/27/20,W,94
125,5/28/20,W,60
125,5/29/20,W,338
126,5/1/20,W,1930
126,5/2/20,A,1594
126,5/3/20,U,1118
126,5/4/20,W,1713
126,5/5/20,W,1421
126,5/6/20,W,1493
126,5/7/20,W,1656
126,5/8/20,W,1541
126,5/9/20,A,1710
126,5/10/20,U,956
126,5/11/20,W,1634
126,5/12/20,W,1907
126,5/13/20,W,1867
126,5/14/20,W,1562
126,5/15/20,W,1843
126,5/16/20,A,1510
126,5/17/20,U,970
126,5/18/20,W,1958
126,5/19/20,W,1637
126,5/20/20,W,1992
126,5/21/20,W,1937
126,5/22/20,W,2009
126,5/23/20,A,1650
126,5/24/20,U,1037
126,5/25/20,U,1269
126,5/26/20,W,1562
126,5/27/20,W,2015
126,5/28/20,W,2062
126,5/29/20,W,1653
126,5/30/20,A,1220
126,5/31/20,U,457
134,5/1/20,W,31
134,5/4/20,W,38
134,5/5/20,W,32
134,5/6/20,W,66
134,5/7/20,W,35
134,5/8/20,W,48
134,5/11/20,W,32
134,5/12/20,W,45
134,5/13/20,W,22
134,5/14/20,W,63
134,5/15/20,W,44
134,5/18/20,W,37
134,5/19/20,W,27
134,5/20/20,W,25
134,5/21/20,W,27
134,5/22/20,W,43
134,5/26/20,W,48
134,5/27/20,W,49
134,5/28/20,W,35
134,5/29/20,W,41
135,5/1/20,W,90
135,5/4/20,W,85
135,5/5/20,W,114
135,5/6/20,W,83
135,5/7/20,W,101
135,5/8/20,W,73
135,5/11/20,W,82
135,5/12/20,W,56
135,5/13/20,W,63
135,5/14/20,W,64
135,5/15/20,W,106
135,5/18/20,W,53
135,5/19/20,W,84
135,5/20/20,W,82
135,5/21/20,W,58
135,5/22/20,W,63
135,5/26/20,W,84
135,5/27/20,W,116
135,5/28/20,W,98
135,5/29/20,W,190
136,5/1/20,W,136
136,5/4/20,W,145
136,5/5/20,W,120
136,5/6/20,W,130
136,5/7/20,W,124
136,5/8/20,W,115
136,5/11/20,W,145
136,5/12/20,W,125
136,5/13/20,W,154
136,5/14/20,W,133
136,5/15/20,W,111
136,5/18/20,W,133
136,5/19/20,W,134
136,5/20/20,W,145
136,5/21/20,W,144
136,5/22/20,W,104
136,5/26/20,W,138
136,5/27/20,W,86
136,5/28/20,W,142
136,5/29/20,W,93
143,5/1/20,W,78
143,5/4/20,W,57
143,5/5/20,W,92
143,5/6/20,W,50
143,5/7/20,W,68
143,5/8/20,W,82
143,5/11/20,W,77
143,5/12/20,W,99
143,5/13/20,W,78
143,5/14/20,W,84
143,5/15/20,W,84
143,5/18/20,W,67
143,5/19/20,W,63
143,5/20/20,W,67
143,5/21/20,W,59
143,5/22/20,W,82
143,5/26/20,W,46
143,5/27/20,W,86
143,5/28/20,W,105
143,5/29/20,W,108
146,5/1/20,W,1827
146,5/2/20,A,1756
146,5/3/20,U,1154
146,5/4/20,W,2005
146,5/5/20,W,1804
146,5/6/20,W,1919
146,5/7/20,W,1450
146,5/8/20,W,1777
146,5/9/20,A,1507
146,5/10/20,U,1106
146,5/11/20,W,1914
146,5/12/20,W,1595
146,5/13/20,W,1997
146,5/14/20,W,1615
146,5/15/20,W,2124
146,5/16/20,A,1497
146,5/17/20,U,1127
146,5/18/20,W,2038
146,5/19/20,W,1934
146,5/20/20,W,2198
146,5/21/20,W,1624
146,5/22/20,W,2278
146,5/23/20,A,1541
146,5/24/20,U,1275
146,5/25/20,U,1330
146,5/26/20,W,2146
146,5/27/20,W,1877
146,5/28/20,W,2388
146,5/29/20,W,1912
146,5/30/20,A,1952
146,5/31/20,U,210
147,5/1/20,W,2938
147,5/2/20,A,2382
147,5/3/20,U,1733
147,5/4/20,W,2511
147,5/5/20,W,2497
147,5/6/20,W,2797
147,5/7/20,W,2393
147,5/8/20,W,2703
147,5/9/20,A,2198
147,5/10/20,U,1470
147,5/11/20,W,2799
147,5/12/20,W,2937
147,5/13/20,W,2820
147,5/14/20,W,2749
147,5/15/20,W,3217
147,5/16/20,A,2312
147,5/17/20,U,1802
147,5/18/20,W,2913
147,5/19/20,W,3041
147,5/20/20,W,3133
147,5/21/20,W,2745
147,5/22/20,W,3203
147,5/23/20,A,2742
147,5/24/20,U,1920
147,5/25/20,U,2468
147,5/26/20,W,3008
147,5/27/20,W,3411
147,5/28/20,W,3228
147,5/29/20,W,2501
147,5/30/20,A,2017
147,5/31/20,U,686
148,5/1/20,W,137
148,5/4/20,W,171
148,5/5/20,W,159
148,5/6/20,W,232
148,5/7/20,W,147
148,5/8/20,W,180
148,5/11/20,W,221
148,5/12/20,W,224
148,5/13/20,W,215
148,5/14/20,W,208
148,5/15/20,W,195
148,5/18/20,W,226
148,5/19/20,W,184
148,5/20/20,W,137
148,5/21/20,W,124
148,5/22/20,W,143
148,5/26/20,W,156
148,5/27/20,W,187
148,5/28/20,W,176
148,5/29/20,W,262
15,5/1/20,W,3286
15,5/2/20,A,3194
15,5/3/20,U,2021
15,5/4/20,W,3025
15,5/5/20,W,2758
15,5/6/20,W,3086
15,5/7/20,W,3298
15,5/8/20,W,3342
15,5/9/20,A,2564
15,5/10/20,U,1777
15,5/11/20,W,2779
15,5/12/20,W,2913
15,5/13/20,W,3149
15,5/14/20,W,2353
15,5/15/20,W,2895
15,5/16/20,A,2863
15,5/17/20,U,1694
15,5/18/20,W,3205
15,5/19/20,W,2156
15,5/20/20,W,2787
15,5/21/20,W,2889
15,5/22/20,W,3112
15,5/23/20,A,2878
15,5/24/20,U,2516
15,5/25/20,U,2417
15,5/26/20,W,3414
15,5/27/20,W,3036
15,5/28/20,W,3185
15,5/29/20,W,3183
15,5/30/20,A,2627
15,5/31/20,U,1095
151,5/1/20,W,3110
151,5/2/20,A,3189
151,5/3/20,U,2369
151,5/4/20,W,3081
151,5/5/20,W,2592
151,5/6/20,W,2914
151,5/7/20,W,3168
151,5/8/20,W,3463
151,5/9/20,A,3018
151,5/10/20,U,1961
151,5/11/20,W,2901
151,5/12/20,W,2953
151,5/13/20,W,3355
151,5/14/20,W,2692
151,5/15/20,W,3629
151,5/16/20,A,3211
151,5/17/20,U,2048
151,5/18/20,W,3033
151,5/19/20,W,2887
151,5/20/20,W,3422
151,5/21/20,W,3331
151,5/22/20,W,3442
151,5/23/20,A,3225
151,5/24/20,U,2703
151,5/25/20,U,2960
151,5/26/20,W,3700
151,5/27/20,W,3398
151,5/28/20,W,3417
151,5/29/20,W,2935
151,5/30/20,A,2262
151,5/31/20,U,1012
152,5/1/20,W,1403
152,5/2/20,A,967
152,5/3/20,U,657
152,5/4/20,W,1353
152,5/5/20,W,1326
152,5/6/20,W,1523
152,5/7/20,W,1517
152,5/8/20,W,1396
152,5/9/20,A,941
152,5/10/20,U,458
152,5/11/20,W,1237
152,5/12/20,W,1382
152,5/13/20,W,1253
152,5/14/20,W,1280
152,5/15/20,W,1572
152,5/16/20,A,764
152,5/17/20,U,479
152,5/18/20,W,1217
152,5/19/20,W,1296
152,5/20/20,W,1589
152,5/21/20,W,1565
152,5/22/20,W,1502
152,5/23/20,A,861
152,5/24/20,U,717
152,5/25/20,U,904
152,5/26/20,W,1416
152,5/27/20,W,1625
152,5/28/20,W,1377
152,5/29/20,W,1582
152,5/30/20,A,1216
152,5/31/20,U,536
155,5/1/20,W,2324
155,5/2/20,A,2082
155,5/3/20,U,1279
155,5/4/20,W,2172
155,5/5/20,W,1760
155,5/6/20,W,1898
155,5/7/20,W,1725
155,5/8/20,W,2053
155,5/9/20,A,1830
155,5/10/20,U,1389
155,5/11/20,W,2260
155,5/12/20,W,2100
155,5/13/20,W,1993
155,5/14/20,W,2061
155,5/15/20,W,2383
155,5/16/20,A,2290
155,5/17/20,U,1340
155,5/18/20,W,1571
155,5/19/20,W,2239
155,5/20/20,W,1744
155,5/21/20,W,2156
155,5/22/20,W,1685
155,5/23/20,A,2157
155,5/24/20,U,1810
155,5/25/20,U,1962
155,5/26/20,W,2432
155,5/27/20,W,2378
155,5/28/20,W,2424
155,5/29/20,W,2496
155,5/30/20,A,1663
155,5/31/20,U,1403
156,5/1/20,W,491
156,5/4/20,W,437
156,5/5/20,W,393
156,5/6/20,W,592
156,5/7/20,W,565
156,5/8/20,W,478
156,5/11/20,W,436
156,5/12/20,W,494
156,5/13/20,W,584
156,5/14/20,W,432
156,5/15/20,W,428
156,5/18/20,W,512
156,5/19/20,W,438
156,5/20/20,W,467
156,5/21/20,W,508
156,5/22/20,W,415
156,5/26/20,W,490
156,5/27/20,W,510
156,5/28/20,W,471
156,5/29/20,W,327
157,5/1/20,W,443
157,5/4/20,W,376
157,5/5/20,W,408
157,5/6/20,W,560
157,5/7/20,W,491
157,5/8/20,W,432
157,5/11/20,W,321
157,5/12/20,W,444
157,5/13/20,W,485
157,5/14/20,W,472
157,5/15/20,W,462
157,5/18/20,W,361
157,5/19/20,W,471
157,5/20/20,W,524
157,5/21/20,W,416
157,5/22/20,W,622
157,5/26/20,W,377
157,5/27/20,W,374
157,5/28/20,W,616
157,5/29/20,W,1013
165,5/1/20,W,61
165,5/4/20,W,55
165,5/5/20,W,75
165,5/6/20,W,58
165,5/7/20,W,70
165,5/8/20,W,63
165,5/11/20,W,34
165,5/12/20,W,97
165,5/13/20,W,58
165,5/14/20,W,63
165,5/15/20,W,30
165,5/18/20,W,68
165,5/19/20,W,36
165,5/20/20,W,73
165,5/21/20,W,33
165,5/22/20,W,40
165,5/26/20,W,100
165,5/27/20,W,29
165,5/28/20,W,57
165,5/29/20,W,63
169,5/1/20,W,87
169,5/4/20,W,45
169,5/5/20,W,63
169,5/6/20,W,95
169,5/7/20,W,68
169,5/8/20,W,58
169,5/11/20,W,110
169,5/12/20,W,145
169,5/13/20,W,118
169,5/14/20,W,125
169,5/15/20,W,143
169,5/18/20,W,32
169,5/19/20,W,57
169,5/20/20,W,58
169,5/21/20,W,168
169,5/22/20,W,44
169,5/26/20,W,51
169,5/27/20,W,75
169,5/28/20,W,148
169,5/29/20,W,2
171,5/1/20,W,46
171,5/2/20,A,11
171,5/3/20,U,21
171,5/4/20,W,8
171,5/5/20,W,4
171,5/6/20,W,4
171,5/8/20,W,51
171,5/9/20,A,36
171,5/10/20,U,11
171,5/11/20,W,13
171,5/12/20,W,47
171,5/13/20,W,29
171,5/14/20,W,36
171,5/15/20,W,18
171,5/16/20,A,15
171,5/17/20,U,8
171,5/18/20,W,66
171,5/19/20,W,46
171,5/20/20,W,49
171,5/21/20,W,80
171,5/22/20,W,98
171,5/23/20,A,26
171,5/24/20,U,24
171,5/25/20,U,49
171,5/26/20,W,57
171,5/27/20,W,55
171,5/28/20,W,27
171,5/29/20,W,64
171,5/30/20,A,32
171,5/31/20,U,19
172,5/1/20,W,151
172,5/2/20,A,72
172,5/3/20,U,47
172,5/4/20,W,99
172,5/5/20,W,126
172,5/6/20,W,111
172,5/7/20,W,161
172,5/8/20,W,172
172,5/9/20,A,40
172,5/10/20,U,50
172,5/11/20,W,135
172,5/12/20,W,147
172,5/13/20,W,98
172,5/14/20,W,123
172,5/15/20,W,107
172,5/16/20,A,76
172,5/17/20,U,40
172,5/18/20,W,123
172,5/19/20,W,153
172,5/20/20,W,119
172,5/21/20,W,218
172,5/22/20,W,166
172,5/23/20,A,77
172,5/24/20,U,43
172,5/25/20,U,67
172,5/26/20,W,126
172,5/27/20,W,119
172,5/28/20,W,172
172,5/29/20,W,172
172,5/30/20,A,76
172,5/31/20,U,32
18,5/1/20,W,1201
18,5/2/20,A,818
18,5/3/20,U,448
18,5/4/20,W,928
18,5/5/20,W,812
18,5/6/20,W,519
18,5/7/20,W,1053
18,5/8/20,W,918
18,5/9/20,A,886
18,5/10/20,U,463
18,5/11/20,W,862
18,5/12/20,W,1003
18,5/13/20,W,936
18,5/14/20,W,790
18,5/15/20,W,1086
18,5/16/20,A,722
18,5/17/20,U,451
18,5/18/20,W,890
18,5/19/20,W,674
18,5/20/20,W,985
18,5/21/20,W,1022
18,5/22/20,W,1140
18,5/23/20,A,997
18,5/24/20,U,550
18,5/25/20,U,681
18,5/26/20,W,1098
18,5/27/20,W,1359
18,5/28/20,W,1063
18,5/29/20,W,1192
18,5/30/20,A,790
18,5/31/20,U,92
192,5/1/20,W,69
192,5/4/20,W,36
192,5/5/20,W,76
192,5/6/20,W,38
192,5/7/20,W,68
192,5/8/20,W,70
192,5/11/20,W,35
192,5/12/20,W,59
192,5/13/20,W,30
192,5/14/20,W,36
192,5/15/20,W,59
192,5/18/20,W,50
192,5/19/20,W,77
192,5/20/20,W,56
192,5/21/20,W,60
192,5/22/20,W,67
192,5/26/20,W,66
192,5/27/20,W,44
192,5/28/20,W,55
192,5/29/20,W,189
2,5/1/20,W,324
2,5/4/20,W,270
2,5/5/20,W,194
2,5/6/20,W,351
2,5/7/20,W,329
2,5/8/20,W,239
2,5/11/20,W,325
2,5/12/20,W,279
2,5/13/20,W,348
2,5/14/20,W,237
2,5/15/20,W,281
2,5/18/20,W,261
2,5/19/20,W,250
2,5/20/20,W,297
2,5/21/20,W,342
2,5/22/20,W,215
2,5/26/20,W,271
2,5/27/20,W,225
2,5/28/20,W,409
2,5/29/20,W,354
20,5/1/20,W,8667
20,5/2/20,A,7019
20,5/3/20,U,6643
20,5/4/20,W,8127
20,5/5/20,W,7449
20,5/6/20,W,7968
20,5/7/20,W,7837
20,5/8/20,W,7715
20,5/9/20,A,6864
20,5/10/20,U,4679
20,5/11/20,W,7385
20,5/12/20,W,8293
20,5/13/20,W,8492
20,5/14/20,W,7296
20,5/15/20,W,7982
20,5/16/20,A,5684
20,5/17/20,U,4510
20,5/18/20,W,6706
20,5/19/20,W,6079
20,5/20/20,W,6638
20,5/21/20,W,5876
20,5/22/20,W,8047
20,5/23/20,A,6631
20,5/24/20,U,6039
20,5/25/20,U,4974
20,5/26/20,W,7686
20,5/27/20,W,6115
20,5/28/20,W,6106
20,5/29/20,W,10780
20,5/30/20,A,7097
20,5/31/20,U,2396
201,5/1/20,W,361
201,5/2/20,A,246
201,5/4/20,W,363
201,5/5/20,W,237
201,5/6/20,W,371
201,5/7/20,W,422
201,5/8/20,W,316
201,5/9/20,A,145
201,5/11/20,W,336
201,5/12/20,W,410
201,5/13/20,W,410
201,5/14/20,W,312
201,5/15/20,W,336
201,5/16/20,A,200
201,5/18/20,W,344
201,5/19/20,W,223
201,5/20/20,W,344
201,5/21/20,W,248
201,5/22/20,W,352
201,5/23/20,A,279
201,5/26/20,W,382
201,5/27/20,W,415
201,5/28/20,W,376
201,5/29/20,W,530
201,5/30/20,A,349
206,5/1/20,W,46
206,5/4/20,W,67
206,5/5/20,W,39
206,5/6/20,W,48
206,5/7/20,W,34
206,5/8/20,W,62
206,5/11/20,W,80
206,5/12/20,W,53
206,5/13/20,W,64
206,5/14/20,W,48
206,5/15/20,W,75
206,5/18/20,W,41
206,5/19/20,W,18
206,5/20/20,W,36
206,5/21/20,W,38
206,5/22/20,W,48
206,5/26/20,W,60
206,5/27/20,W,54
206,5/28/20,W,62
206,5/29/20,W,46
21,5/1/20,W,3569
21,5/2/20,A,2625
21,5/3/20,U,2059
21,5/4/20,W,2946
21,5/5/20,W,2906
21,5/6/20,W,3515
21,5/7/20,W,2776
21,5/8/20,W,3058
21,5/9/20,A,2788
21,5/10/20,U,1711
21,5/11/20,W,3136
21,5/12/20,W,3285
21,5/13/20,W,3480
21,5/14/20,W,2825
21,5/15/20,W,3000
21,5/16/20,A,3034
21,5/17/20,U,1407
21,5/18/20,W,3194
21,5/19/20,W,3194
21,5/20/20,W,3140
21,5/21/20,W,3405
21,5/22/20,W,3209
21,5/23/20,A,2772
21,5/24/20,U,2037
21,5/25/20,U,2088
21,5/26/20,W,3656
21,5/27/20,W,3347
21,5/28/20,W,3263
21,5/29/20,W,2583
21,5/30/20,A,3664
21,5/31/20,U,658
22,5/1/20,W,4728
22,5/2/20,A,4111
22,5/3/20,U,3164
22,5/4/20,W,4368
22,5/5/20,W,4076
22,5/6/20,W,4548
22,5/7/20,W,4528
22,5/8/20,W,4713
22,5/9/20,A,4280
22,5/10/20,U,2758
22,5/11/20,W,4566
22,5/12/20,W,4557
22,5/13/20,W,4668
22,5/14/20,W,3460
22,5/15/20,W,4801
22,5/16/20,A,3971
22,5/17/20,U,2901
22,5/18/20,W,4207
22,5/19/20,W,4054
22,5/20/20,W,4815
22,5/21/20,W,4146
22,5/22/20,W,4825
22,5/23/20,A,3718
22,5/24/20,U,3515
22,5/25/20,U,3645
22,5/26/20,W,5165
22,5/27/20,W,5148
22,5/28/20,W,4703
22,5/29/20,W,3917
22,5/30/20,A,3983
22,5/31/20,U,1231
24,5/1/20,W,1101
24,5/4/20,W,758
24,5/5/20,W,690
24,5/6/20,W,735
24,5/7/20,W,688
24,5/8/20,W,361
24,5/11/20,W,558
24,5/12/20,W,707
24,5/13/20,W,752
24,5/14/20,W,578
24,5/15/20,W,766
24,5/18/20,W,946
24,5/19/20,W,618
24,5/20/20,W,833
24,5/21/20,W,622
24,5/22/20,W,702
24,5/26/20,W,768
24,5/27/20,W,657
24,5/28/20,W,761
24,5/29/20,W,759
26,5/1/20,W,975
26,5/4/20,W,711
26,5/5/20,W,867
26,5/6/20,W,824
26,5/7/20,W,820
26,5/8/20,W,954
26,5/11/20,W,1038
26,5/12/20,W,1154
26,5/13/20,W,898
26,5/14/20,W,895
26,5/15/20,W,1260
26,5/18/20,W,1013
26,5/19/20,W,1109
26,5/20/20,W,1032
26,5/21/20,W,1202
26,5/22/20,W,1253
26,5/26/20,W,982
26,5/27/20,W,1150
26,5/28/20,W,1264
26,5/29/20,W,1129
28,5/1/20,W,2668
28,5/2/20,A,2208
28,5/3/20,U,1509
28,5/4/20,W,2158
28,5/5/20,W,2103
28,5/6/20,W,2271
28,5/7/20,W,2130
28,5/8/20,W,1979
28,5/9/20,A,1902
28,5/10/20,U,1010
28,5/11/20,W,1768
28,5/12/20,W,1970
28,5/13/20,W,2229
28,5/14/20,W,1862
28,5/15/20,W,2295
28,5/16/20,A,1816
28,5/17/20,U,940
28,5/18/20,W,1996
28,5/19/20,W,1903
28,5/20/20,W,1969
28,5/21/20,W,1868
28,5/22/20,W,2255
28,5/23/20,A,1975
28,5/24/20,U,1352
28,5/25/20,U,1612
28,5/26/20,W,1993
28,5/27/20,W,1865
28,5/28/20,W,1879
28,5/29/20,W,2387
28,5/30/20,A,1958
28,5/31/20,U,862
29,5/1/20,W,4071
29,5/2/20,A,5718
29,5/3/20,U,3335
29,5/4/20,W,4063
29,5/5/20,W,3422
29,5/6/20,W,4384
29,5/7/20,W,3685
29,5/8/20,W,3835
29,5/9/20,A,4535
29,5/10/20,U,2990
29,5/11/20,W,4064
29,5/12/20,W,4200
29,5/13/20,W,4333
29,5/14/20,W,3583
29,5/15/20,W,4435
29,5/16/20,A,4111
29,5/17/20,U,2662
29,5/18/20,W,4193
29,5/19/20,W,3850
29,5/20/20,W,4592
29,5/21/20,W,4004
29,5/22/20,W,4605
29,5/23/20,A,3621
29,5/24/20,U,3652
29,5/25/20,U,3664
29,5/26/20,W,4994
29,5/27/20,W,4269
29,5/28/20,W,4110
29,5/29/20,W,3790
29,5/30/20,A,3705
29,5/31/20,U,1345
3,5/1/20,W,6056
3,5/2/20,A,5296
3,5/3/20,U,3446
3,5/4/20,W,5831
3,5/5/20,W,4573
3,5/6/20,W,5169
3,5/7/20,W,5843
3,5/8/20,W,5927
3,5/9/20,A,5058
3,5/10/20,U,3368
3,5/11/20,W,5249
3,5/12/20,W,5063
3,5/13/20,W,6476
3,5/14/20,W,4714
3,5/15/20,W,5727
3,5/16/20,A,4793
3,5/17/20,U,2996
3,5/18/20,W,5345
3,5/19/20,W,5255
3,5/20/20,W,5744
3,5/21/20,W,4917
3,5/22/20,W,5836
3,5/23/20,A,5219
3,5/24/20,U,4475
3,5/25/20,U,4208
3,5/26/20,W,5886
3,5/27/20,W,5882
3,5/28/20,W,5617
3,5/29/20,W,4775
3,5/30/20,A,4369
3,5/31/20,U,1565
30,5/1/20,W,978
30,5/2/20,A,1005
30,5/3/20,U,508
30,5/4/20,W,833
30,5/5/20,W,959
30,5/6/20,W,1017
30,5/7/20,W,1246
30,5/8/20,W,1164
30,5/9/20,A,998
30,5/10/20,U,357
30,5/11/20,W,992
30,5/12/20,W,1208
30,5/13/20,W,1392
30,5/14/20,W,871
30,5/15/20,W,1066
30,5/16/20,A,985
30,5/17/20,U,460
30,5/18/20,W,1158
30,5/19/20,W,1162
30,5/20/20,W,1223
30,5/21/20,W,1252
30,5/22/20,W,1032
30,5/23/20,A,1106
30,5/24/20,U,847
30,5/25/20,U,670
30,5/26/20,W,1229
30,5/27/20,W,1196
30,5/28/20,W,1044
30,5/29/20,W,1218
30,5/30/20,A,1094
30,5/31/20,U,610
31,5/1/20,W,89
31,5/4/20,W,63
31,5/5/20,W,54
31,5/6/20,W,36
31,5/7/20,W,85
31,5/8/20,W,41
31,5/11/20,W,75
31,5/12/20,W,93
31,5/13/20,W,59
31,5/14/20,W,66
31,5/15/20,W,103
31,5/18/20,W,73
31,5/19/20,W,70
31,5/20/20,W,70
31,5/21/20,W,122
31,5/22/20,W,117
31,5/26/20,W,71
31,5/27/20,W,80
31,5/28/20,W,90
31,5/29/20,W,120
34,5/1/20,W,2121
34,5/2/20,A,1399
34,5/3/20,U,930
34,5/4/20,W,1909
34,5/5/20,W,1834
34,5/6/20,W,1917
34,5/7/20,W,2078
34,5/8/20,W,1877
34,5/9/20,A,1687
34,5/10/20,U,1040
34,5/11/20,W,1797
34,5/12/20,W,1989
34,5/13/20,W,2101
34,5/14/20,W,1673
34,5/15/20,W,2203
34,5/16/20,A,1454
34,5/17/20,U,1191
34,5/18/20,W,1885
34,5/19/20,W,1619
34,5/20/20,W,1955
34,5/21/20,W,2046
34,5/22/20,W,2034
34,5/23/20,A,1289
34,5/24/20,U,1141
34,5/25/20,U,553
34,5/26/20,W,2231
34,5/27/20,W,2186
34,5/28/20,W,2135
34,5/29/20,W,2575
34,5/30/20,A,1367
34,5/31/20,U,283
35,5/1/20,W,1516
35,5/2/20,A,1075
35,5/3/20,U,810
35,5/4/20,W,1267
35,5/5/20,W,1122
35,5/6/20,W,1180
35,5/7/20,W,1369
35,5/8/20,W,1181
35,5/9/20,A,810
35,5/10/20,U,600
35,5/11/20,W,1017
35,5/12/20,W,1192
35,5/13/20,W,1367
35,5/14/20,W,1052
35,5/15/20,W,1085
35,5/16/20,A,747
35,5/17/20,U,541
35,5/18/20,W,1142
35,5/19/20,W,1134
35,5/20/20,W,1275
35,5/21/20,W,879
35,5/22/20,W,1108
35,5/23/20,A,713
35,5/24/20,U,603
35,5/25/20,U,455
35,5/26/20,W,1344
35,5/27/20,W,1375
35,5/28/20,W,1217
35,5/29/20,W,687
35,5/30/20,A,1313
35,5/31/20,U,92
36,5/1/20,W,4739
36,5/2/20,A,4605
36,5/3/20,U,3533
36,5/4/20,W,4354
36,5/5/20,W,3903
36,5/6/20,W,4252
36,5/7/20,W,4609
