route,date,daytype,rides
53A,5/29/20,W,1625
53A,5/30/20,A,1011
53A,5/31/20,U,518
54,5/1/20,W,5531
54,5/2/20,A,4731
54,5/3/20,U,3344
54,5/4/20,W,4526
54,5/5/20,W,4643
54,5/6/20,W,5052
54,5/7/20,W,5067
54,5/8/20,W,5129
54,5/9/20,A,4597
54,5/10/20,U,2839
54,5/11/20,W,5039
54,5/12/20,W,5000
54,5/13/20,W,5431
54,5/14/20,W,4248
54,5/15/20,W,5490
54,5/16/20,A,4358
54,5/17/20,U,2439
54,5/18/20,W,4677
54,5/19/20,W,4760
54,5/20/20,W,5004
54,5/21/20,W,5127
54,5/22/20,W,5414
54,5/23/20,A,3769
54,5/24/20,U,3395
54,5/25/20,U,3450
54,5/26/20,W,5332
54,5/27/20,W,5425
54,5/28/20,W,4903
54,5/29/20,W,3559
54,5/30/20,A,3414
54,5/31/20,U,1803
54A,5/1/20,W,142
54A,5/4/20,W,143
54A,5/5/20,W,149
54A,5/6/20,W,140
54A,5/7/20,W,170
54A,5/8/20,W,164
54A,5/11/20,W,150
54A,5/12/20,W,157
54A,5/13/20,W,152
54A,5/14/20,W,160
54A,5/15/20,W,155
54A,5/18/20,W,98
54A,5/19/20,W,108
54A,5/20/20,W,98
54A,5/21/20,W,125
54A,5/22/20,W,113
54A,5/26/20,W,147
54A,5/27/20,W,113
54A,5/28/20,W,159
54A,5/29/20,W,140
54B,5/1/20,W,1361
54B,5/2/20,A,1215
54B,5/3/20,U,607
54B,5/4/20,W,1100
54B,5/5/20,W,1147
54B,5/6/20,W,1277
54B,5/7/20,W,1174
54B,5/8/20,W,1209
54B,5/9/20,A,1263
54B,5/10/20,U,470
54B,5/11/20,W,1178
54B,5/12/20,W,1271
54B,5/13/20,W,1321
54B,5/14/20,W,969
54B,5/15/20,W,1247
54B,5/16/20,A,1129
54B,5/17/20,U,391
54B,5/18/20,W,1260
54B,5/19/20,W,1268
54B,5/20/20,W,1311
54B,5/21/20,W,1341
54B,5/22/20,W,1380
54B,5/23/20,A,972
54B,5/24/20,U,721
54B,5/25/20,U,755
54B,5/26/20,W,1407
54B,5/27/20,W,1270
54B,5/28/20,W,1444
54B,5/29/20,W,1039
54B,5/30/20,A,1640
54B,5/31/20,U,628
55,5/1/20,W,3662
55,5/2/20,A,1872
55,5/3/20,U,1976
55,5/4/20,W,2574
55,5/5/20,W,2897
55,5/6/20,W,2825
55,5/7/20,W,2990
55,5/8/20,W,3059
55,5/9/20,A,2802
55,5/10/20,U,2212
55,5/11/20,W,2654
55,5/12/20,W,3016
55,5/13/20,W,2924
55,5/14/20,W,2447
55,5/15/20,W,3579
55,5/16/20,A,2492
55,5/17/20,U,1971
55,5/18/20,W,2908
55,5/19/20,W,2905
55,5/20/20,W,2874
55,5/21/20,W,3126
55,5/22/20,W,3459
55,5/23/20,A,2731
55,5/24/20,U,2714
55,5/25/20,U,2341
55,5/26/20,W,3117
55,5/27/20,W,3318
55,5/28/20,W,2273
55,5/29/20,W,3955
55,5/30/20,A,2614
55,5/31/20,U,1619
55A,5/1/20,W,8
55A,5/4/20,W,29
55A,5/5/20,W,27
55A,5/6/20,W,12
55A,5/7/20,W,21
55A,5/8/20,W,10
55A,5/11/20,W,38
55A,5/12/20,W,28
55A,5/13/20,W,19
55A,5/14/20,W,27
55A,5/15/20,W,16
55A,5/18/20,W,31
55A,5/19/20,W,16
55A,5/20/20,W,24
55A,5/21/20,W,42
55A,5/22/20,W,26
55A,5/26/20,W,34
55A,5/27/20,W,37
55A,5/28/20,W,46
55A,5/29/20,W,30
55N,5/1/20,W,71
55N,5/2/20,A,34
55N,5/4/20,W,66
55N,5/5/20,W,31
55N,5/6/20,W,70
55N,5/7/20,W,82
55N,5/8/20,W,77
55N,5/9/20,A,57
55N,5/11/20,W,94
55N,5/12/20,W,67
55N,5/13/20,W,74
55N,5/14/20,W,79
55N,5/15/20,W,53
55N,5/16/20,A,56
55N,5/18/20,W,92
55N,5/19/20,W,49
55N,5/20/20,W,84
55N,5/21/20,W,81
55N,5/22/20,W,53
55N,5/23/20,A,38
55N,5/26/20,W,97
55N,5/27/20,W,84
55N,5/28/20,W,92
55N,5/29/20,W,73
55N,5/30/20,A,111
56,5/1/20,W,2612
56,5/2/20,A,1633
56,5/3/20,U,1451
56,5/4/20,W,2294
56,5/5/20,W,2013
56,5/6/20,W,2636
56,5/7/20,W,2592
56,5/8/20,W,2518
56,5/9/20,A,1695
56,5/10/20,U,1315
56,5/11/20,W,2522
56,5/12/20,W,2567
56,5/13/20,W,2863
56,5/14/20,W,2237
56,5/15/20,W,2804
56,5/16/20,A,1947
56,5/17/20,U,1233
56,5/18/20,W,2966
56,5/19/20,W,2927
56,5/20/20,W,2905
56,5/21/20,W,2597
56,5/22/20,W,2805
56,5/23/20,A,1915
56,5/24/20,U,1365
56,5/25/20,U,1742
56,5/26/20,W,2631
56,5/27/20,W,2641
56,5/28/20,W,2755
56,5/29/20,W,2792
56,5/30/20,A,2216
56,5/31/20,U,818
57,5/1/20,W,942
57,5/2/20,A,656
57,5/3/20,U,372
57,5/4/20,W,864
57,5/5/20,W,820
57,5/6/20,W,785
57,5/7/20,W,952
57,5/8/20,W,872
57,5/9/20,A,319
57,5/10/20,U,430
57,5/11/20,W,913
57,5/12/20,W,674
57,5/13/20,W,775
57,5/14/20,W,779
57,5/15/20,W,996
57,5/16/20,A,562
57,5/17/20,U,234
57,5/18/20,W,894
57,5/19/20,W,929
57,5/20/20,W,934
57,5/21/20,W,861
57,5/22/20,W,985
57,5/23/20,A,556
57,5/24/20,U,449
57,5/25/20,U,524
57,5/26/20,W,953
57,5/27/20,W,925
57,5/28/20,W,1054
57,5/29/20,W,1527
57,5/30/20,A,938
57,5/31/20,U,445
59,5/1/20,W,1152
59,5/2/20,A,750
59,5/4/20,W,1092
59,5/5/20,W,1027
59,5/6/20,W,1265
59,5/7/20,W,1131
59,5/8/20,W,1147
59,5/9/20,A,727
59,5/11/20,W,1011
59,5/12/20,W,1228
59,5/13/20,W,1154
59,5/14/20,W,1039
59,5/15/20,W,1154
59,5/16/20,A,869
59,5/18/20,W,1119
59,5/19/20,W,955
59,5/20/20,W,1248
59,5/21/20,W,1083
59,5/22/20,W,1113
59,5/23/20,A,785
59,5/26/20,W,1031
59,5/27/20,W,1046
59,5/28/20,W,1218
59,5/29/20,W,1493
59,5/30/20,A,664
6,5/1/20,W,2526
6,5/2/20,A,3511
6,5/3/20,U,2453
6,5/4/20,W,2792
6,5/5/20,W,1947
6,5/6/20,W,2296
6,5/7/20,W,2657
6,5/8/20,W,2900
6,5/9/20,A,2983
6,5/10/20,U,1769
6,5/11/20,W,2487
6,5/12/20,W,2912
6,5/13/20,W,2733
6,5/14/20,W,1995
6,5/15/20,W,2826
6,5/16/20,A,3374
6,5/17/20,U,1557
6,5/18/20,W,2009
6,5/19/20,W,3269
6,5/20/20,W,2461
6,5/21/20,W,2132
6,5/22/20,W,3021
6,5/23/20,A,2780
6,5/24/20,U,3140
6,5/25/20,U,1846
6,5/26/20,W,2130
6,5/27/20,W,4039
6,5/28/20,W,1736
6,5/29/20,W,2693
6,5/30/20,A,2387
6,5/31/20,U,634
60,5/1/20,W,2357
60,5/2/20,A,1613
60,5/3/20,U,1397
60,5/4/20,W,2063
60,5/5/20,W,1863
60,5/6/20,W,2044
60,5/7/20,W,1997
60,5/8/20,W,2144
60,5/9/20,A,1867
60,5/10/20,U,1133
60,5/11/20,W,2313
60,5/12/20,W,2057
60,5/13/20,W,1834
60,5/14/20,W,1963
60,5/15/20,W,2439
60,5/16/20,A,1813
60,5/17/20,U,909
60,5/18/20,W,2435
60,5/19/20,W,2167
60,5/20/20,W,2355
60,5/21/20,W,2363
60,5/22/20,W,2529
60,5/23/20,A,1936
60,5/24/20,U,1503
60,5/25/20,U,1752
60,5/26/20,W,2362
60,5/27/20,W,2199
60,5/28/20,W,1886
60,5/29/20,W,2181
60,5/30/20,A,1259
60,5/31/20,U,764
62,5/1/20,W,2038
62,5/2/20,A,1988
62,5/3/20,U,1311
62,5/4/20,W,2177
62,5/5/20,W,1877
62,5/6/20,W,2015
62,5/7/20,W,2522
62,5/8/20,W,2114
62,5/9/20,A,1967
62,5/10/20,U,1249
62,5/11/20,W,1849
62,5/12/20,W,2569
62,5/13/20,W,2437
62,5/14/20,W,2101
62,5/15/20,W,2818
62,5/16/20,A,1729
62,5/17/20,U,1101
62,5/18/20,W,2779
62,5/19/20,W,2087
62,5/20/20,W,2595
62,5/21/20,W,2526
62,5/22/20,W,2596
62,5/23/20,A,1871
62,5/24/20,U,1862
62,5/25/20,U,1605
62,5/26/20,W,2688
62,5/27/20,W,2529
62,5/28/20,W,2434
62,5/29/20,W,2711
62,5/30/20,A,2115
62,5/31/20,U,978
62H,5/1/20,W,289
62H,5/2/20,A,172
62H,5/4/20,W,160
62H,5/5/20,W,168
62H,5/6/20,W,232
62H,5/7/20,W,260
62H,5/8/20,W,267
62H,5/9/20,A,213
62H,5/11/20,W,146
62H,5/12/20,W,220
62H,5/13/20,W,261
62H,5/14/20,W,202
62H,5/15/20,W,245
62H,5/16/20,A,232
62H,5/18/20,W,270
62H,5/19/20,W,207
62H,5/20/20,W,314
62H,5/21/20,W,208
62H,5/22/20,W,327
62H,5/23/20,A,187
62H,5/26/20,W,306
62H,5/27/20,W,234
62H,5/28/20,W,265
62H,5/29/20,W,502
62H,5/30/20,A,213
63,5/1/20,W,7536
63,5/2/20,A,5760
63,5/3/20,U,4658
63,5/4/20,W,6489
63,5/5/20,W,5991
63,5/6/20,W,7119
63,5/7/20,W,6259
63,5/8/20,W,5863
63,5/9/20,A,5460
63,5/10/20,U,4061
63,5/11/20,W,5863
63,5/12/20,W,5999
63,5/13/20,W,6787
63,5/14/20,W,5760
63,5/15/20,W,6762
63,5/16/20,A,6023
63,5/17/20,U,3845
63,5/18/20,W,6368
63,5/19/20,W,5691
63,5/20/20,W,6999
63,5/21/20,W,6525
63,5/22/20,W,5862
63,5/23/20,A,4972
63,5/24/20,U,5535
63,5/25/20,U,5559
63,5/26/20,W,7482
63,5/27/20,W,6551
63,5/28/20,W,6325
63,5/29/20,W,7361
63,5/30/20,A,6018
63,5/31/20,U,2453
63W,5/1/20,W,438
63W,5/2/20,A,258
63W,5/3/20,U,275
63W,5/4/20,W,344
63W,5/5/20,W,344
63W,5/6/20,W,406
63W,5/7/20,W,377
63W,5/8/20,W,399
63W,5/9/20,A,347
63W,5/10/20,U,140
63W,5/11/20,W,421
63W,5/12/20,W,470
63W,5/13/20,W,313
63W,5/14/20,W,404
63W,5/15/20,W,462
63W,5/16/20,A,483
63W,5/17/20,U,185
63W,5/18/20,W,514
63W,5/19/20,W,469
63W,5/20/20,W,459
63W,5/21/20,W,444
63W,5/22/20,W,487
63W,5/23/20,A,432
63W,5/24/20,U,282
63W,5/25/20,U,331
63W,5/26/20,W,458
63W,5/27/20,W,440
63W,5/28/20,W,731
63W,5/29/20,W,499
63W,5/30/20,A,432
63W,5/31/20,U,84
65,5/1/20,W,1663
65,5/2/20,A,920
65,5/3/20,U,759
65,5/4/20,W,1519
65,5/5/20,W,1294
65,5/6/20,W,1502
65,5/7/20,W,1552
65,5/8/20,W,1571
65,5/9/20,A,1092
65,5/10/20,U,596
65,5/11/20,W,1353
65,5/12/20,W,1442
65,5/13/20,W,1718
65,5/14/20,W,1273
65,5/15/20,W,1728
65,5/16/20,A,1140
65,5/17/20,U,582
65,5/18/20,W,1671
65,5/19/20,W,1340
65,5/20/20,W,1696
65,5/21/20,W,1834
65,5/22/20,W,1586
65,5/23/20,A,995
65,5/24/20,U,1063
65,5/25/20,U,780
65,5/26/20,W,1437
65,5/27/20,W,1916
65,5/28/20,W,1840
65,5/29/20,W,1949
65,5/30/20,A,1310
65,5/31/20,U,527
66,5/1/20,W,6653
66,5/2/20,A,5946
66,5/3/20,U,4438
66,5/4/20,W,6404
66,5/5/20,W,6246
66,5/6/20,W,6404
66,5/7/20,W,6795
66,5/8/20,W,6009
66,5/9/20,A,6616
66,5/10/20,U,4500
66,5/11/20,W,6266
66,5/12/20,W,6736
66,5/13/20,W,7015
66,5/14/20,W,5655
66,5/15/20,W,6919
66,5/16/20,A,6119
66,5/17/20,U,3604
66,5/18/20,W,5989
66,5/19/20,W,6226
66,5/20/20,W,7132
66,5/21/20,W,6244
66,5/22/20,W,6538
66,5/23/20,A,6162
66,5/24/20,U,4897
66,5/25/20,U,5197
66,5/26/20,W,6927
66,5/27/20,W,7407
66,5/28/20,W,6560
66,5/29/20,W,9446
66,5/30/20,A,7887
66,5/31/20,U,1498
67,5/1/20,W,5169
67,5/2/20,A,3244
67,5/3/20,U,3335
67,5/4/20,W,4265
67,5/5/20,W,3972
67,5/6/20,W,4299
67,5/7/20,W,4580
67,5/8/20,W,3804
67,5/9/20,A,2615
67,5/10/20,U,2461
67,5/11/20,W,3634
67,5/12/20,W,3885
67,5/13/20,W,4555
67,5/14/20,W,3468
67,5/15/20,W,5179
67,5/16/20,A,4023
67,5/17/20,U,2410
67,5/18/20,W,4743
67,5/19/20,W,4201
67,5/20/20,W,4642
67,5/21/20,W,4248
67,5/22/20,W,5051
67,5/23/20,A,3108
67,5/24/20,U,2919
67,5/25/20,U,3558
67,5/26/20,W,4635
67,5/27/20,W,4244
67,5/28/20,W,3091
67,5/29/20,W,2756
67,5/30/20,A,3709
67,5/31/20,U,1829
68,5/1/20,W,301
68,5/2/20,A,146
68,5/3/20,U,119
68,5/4/20,W,174
68,5/5/20,W,236
68,5/6/20,W,289
68,5/7/20,W,216
68,5/8/20,W,268
68,5/9/20,A,228
68,5/10/20,U,84
68,5/11/20,W,198
68,5/12/20,W,242
68,5/13/20,W,267
68,5/14/20,W,212
68,5/15/20,W,216
68,5/16/20,A,178
68,5/17/20,U,97
68,5/18/20,W,237
68,5/19/20,W,256
68,5/20/20,W,276
68,5/21/20,W,227
68,5/22/20,W,329
68,5/23/20,A,215
68,5/24/20,U,113
68,5/25/20,U,105
68,5/26/20,W,268
68,5/27/20,W,249
68,5/28/20,W,234
68,5/29/20,W,195
68,5/30/20,A,251
68,5/31/20,U,159
7,5/1/20,W,1014
7,5/4/20,W,1106
7,5/5/20,W,807
7,5/6/20,W,1280
7,5/7/20,W,892
7,5/8/20,W,972
7,5/11/20,W,1069
7,5/12/20,W,1052
7,5/13/20,W,1346
7,5/14/20,W,1064
7,5/15/20,W,1117
7,5/18/20,W,1212
7,5/19/20,W,1035
7,5/20/20,W,1228
7,5/21/20,W,1208
7,5/22/20,W,1204
7,5/26/20,W,1210
7,5/27/20,W,1320
7,5/28/20,W,1267
7,5/29/20,W,1443
70,5/1/20,W,3021
70,5/2/20,A,2037
70,5/3/20,U,1744
70,5/4/20,W,2560
70,5/5/20,W,2212
70,5/6/20,W,2427
70,5/7/20,W,2555
70,5/8/20,W,2281
70,5/9/20,A,2127
70,5/10/20,U,1289
70,5/11/20,W,2502
70,5/12/20,W,2499
70,5/13/20,W,2637
70,5/14/20,W,2160
70,5/15/20,W,2965
70,5/16/20,A,2373
70,5/17/20,U,1212
70,5/18/20,W,2771
70,5/19/20,W,2508
70,5/20/20,W,2990
70,5/21/20,W,2651
70,5/22/20,W,2733
70,5/23/20,A,2093
70,5/24/20,U,1806
70,5/25/20,U,1936
70,5/26/20,W,2747
70,5/27/20,W,3068
70,5/28/20,W,2914
70,5/29/20,W,2780
70,5/30/20,A,1680
70,5/31/20,U,967
71,5/1/20,W,4460
71,5/2/20,A,4283
71,5/3/20,U,2624
71,5/4/20,W,3943
71,5/5/20,W,4094
71,5/6/20,W,4275
71,5/7/20,W,4401
71,5/8/20,W,4166
71,5/9/20,A,3756
71,5/10/20,U,2774
71,5/11/20,W,3767
71,5/12/20,W,4208
71,5/13/20,W,4576
71,5/14/20,W,3460
71,5/15/20,W,4400
71,5/16/20,A,3651
71,5/17/20,U,2220
71,5/18/20,W,3853
71,5/19/20,W,3325
71,5/20/20,W,3711
71,5/21/20,W,3633
71,5/22/20,W,3948
71,5/23/20,A,3557
71,5/24/20,U,3858
71,5/25/20,U,3410
71,5/26/20,W,4348
71,5/27/20,W,4157
71,5/28/20,W,4147
71,5/29/20,W,4054
71,5/30/20,A,4252
71,5/31/20,U,1244
72,5/1/20,W,5987
72,5/2/20,A,4661
72,5/3/20,U,2838
72,5/4/20,W,4341
72,5/5/20,W,4218
72,5/6/20,W,5143
72,5/7/20,W,4492
72,5/8/20,W,4698
72,5/9/20,A,4547
72,5/10/20,U,2898
72,5/11/20,W,4420
72,5/12/20,W,4603
72,5/13/20,W,4467
72,5/14/20,W,3701
72,5/15/20,W,4949
72,5/16/20,A,4040
72,5/17/20,U,2341
72,5/18/20,W,4401
72,5/19/20,W,4643
72,5/20/20,W,5243
72,5/21/20,W,4602
72,5/22/20,W,4793
72,5/23/20,A,4667
72,5/24/20,U,3635
72,5/25/20,U,3376
72,5/26/20,W,5058
72,5/27/20,W,5106
72,5/28/20,W,4972
72,5/29/20,W,6449
72,5/30/20,A,5077
72,5/31/20,U,2462
73,5/1/20,W,987
73,5/2/20,A,693
73,5/3/20,U,588
73,5/4/20,W,1042
73,5/5/20,W,928
73,5/6/20,W,995
73,5/7/20,W,1081
73,5/8/20,W,1035
73,5/9/20,A,719
73,5/10/20,U,458
73,5/11/20,W,967
73,5/12/20,W,753
73,5/13/20,W,1139
73,5/14/20,W,990
73,5/15/20,W,1022
73,5/16/20,A,703
73,5/17/20,U,364
73,5/18/20,W,844
73,5/19/20,W,991
73,5/20/20,W,1125
73,5/21/20,W,1130
73,5/22/20,W,1134
73,5/23/20,A,723
73,5/24/20,U,630
73,5/25/20,U,557
73,5/26/20,W,1172
73,5/27/20,W,1072
73,5/28/20,W,1010
73,5/29/20,W,756
73,5/30/20,A,1008
73,5/31/20,U,526
74,5/1/20,W,3160
74,5/2/20,A,2315
74,5/3/20,U,1696
74,5/4/20,W,3007
74,5/5/20,W,2688
74,5/6/20,W,2873
74,5/7/20,W,2885
74,5/8/20,W,2680
74,5/9/20,A,2390
74,5/10/20,U,1478
74,5/11/20,W,2529
74,5/12/20,W,2983
74,5/13/20,W,2783
74,5/14/20,W,2620
74,5/15/20,W,3017
74,5/16/20,A,2514
74,5/17/20,U,1404
74,5/18/20,W,2993
74,5/19/20,W,2771
74,5/20/20,W,2767
74,5/21/20,W,2987
74,5/22/20,W,2891
74,5/23/20,A,2626
74,5/24/20,U,1967
74,5/25/20,U,2040
74,5/26/20,W,3109
74,5/27/20,W,3049
74,5/28/20,W,2882
74,5/29/20,W,3363
74,5/30/20,A,2648
74,5/31/20,U,1275
75,5/1/20,W,3740
75,5/2/20,A,3402
75,5/3/20,U,2109
75,5/4/20,W,3328
75,5/5/20,W,2710
75,5/6/20,W,3454
75,5/7/20,W,2854
75,5/8/20,W,3667
75,5/9/20,A,2259
75,5/10/20,U,2127
75,5/11/20,W,3021
75,5/12/20,W,2646
75,5/13/20,W,2973
75,5/14/20,W,2684
75,5/15/20,W,3220
75,5/16/20,A,2662
75,5/17/20,U,1617
75,5/18/20,W,3141
75,5/19/20,W,2687
75,5/20/20,W,3496
75,5/21/20,W,2909
75,5/22/20,W,3362
75,5/23/20,A,2965
75,5/24/20,U,2058
75,5/25/20,U,2291
75,5/26/20,W,3231
75,5/27/20,W,3390
75,5/28/20,W,3417
75,5/29/20,W,2151
75,5/30/20,A,2677
75,5/31/20,U,1502
76,5/1/20,W,2859
76,5/2/20,A,2084
76,5/3/20,U,1357
76,5/4/20,W,2282
76,5/5/20,W,2272
76,5/6/20,W,2720
76,5/7/20,W,2912
76,5/8/20,W,2733
76,5/9/20,A,2193
76,5/10/20,U,1059
76,5/11/20,W,2515
76,5/12/20,W,2734
76,5/13/20,W,2438
76,5/14/20,W,2076
76,5/15/20,W,2619
76,5/16/20,A,2041
76,5/17/20,U,1086
76,5/18/20,W,2655
76,5/19/20,W,2453
76,5/20/20,W,2708
76,5/21/20,W,2624
76,5/22/20,W,2604
76,5/23/20,A,2354
76,5/24/20,U,1552
76,5/25/20,U,1350
76,5/26/20,W,2999
76,5/27/20,W,2789
76,5/28/20,W,2780
76,5/29/20,W,2452
76,5/30/20,A,1747
76,5/31/20,U,1292
77,5/1/20,W,4591
77,5/2/20,A,3694
77,5/3/20,U,2763
77,5/4/20,W,4640
77,5/5/20,W,4001
77,5/6/20,W,4411
77,5/7/20,W,4756
77,5/8/20,W,4135
77,5/9/20,A,3642
77,5/10/20,U,2435
77,5/11/20,W,3960
77,5/12/20,W,4408
77,5/13/20,W,4555
77,5/14/20,W,3707
77,5/15/20,W,4096
77,5/16/20,A,3963
77,5/17/20,U,2012
77,5/18/20,W,4633
77,5/19/20,W,4635
77,5/20/20,W,4990
77,5/21/20,W,4651
77,5/22/20,W,4670
77,5/23/20,A,3179
77,5/24/20,U,3087
77,5/25/20,U,2815
77,5/26/20,W,4708
77,5/27/20,W,4798
77,5/28/20,W,4826
77,5/29/20,W,4213
77,5/30/20,A,4125
77,5/31/20,U,2156
78,5/1/20,W,1652
78,5/2/20,A,1275
78,5/3/20,U,910
78,5/4/20,W,1679
78,5/5/20,W,1713
78,5/6/20,W,1807
78,5/7/20,W,1701
78,5/8/20,W,1681
78,5/9/20,A,1115
78,5/10/20,U,778
78,5/11/20,W,1472
78,5/12/20,W,1689
78,5/13/20,W,1941
78,5/14/20,W,1651
78,5/15/20,W,1765
78,5/16/20,A,1410
78,5/17/20,U,640
78,5/18/20,W,1617
78,5/19/20,W,1435
78,5/20/20,W,1664
78,5/21/20,W,1778
78,5/22/20,W,1642
78,5/23/20,A,1355
78,5/24/20,U,1009
78,5/25/20,U,1251
78,5/26/20,W,1686
78,5/27/20,W,1807
78,5/28/20,W,1794
78,5/29/20,W,2962
78,5/30/20,A,1202
78,5/31/20,U,780
79,5/1/20,W,12311
79,5/2/20,A,10843
79,5/3/20,U,8038
79,5/4/20,W,11172
79,5/5/20,W,9578
79,5/6/20,W,11686
79,5/7/20,W,10698
79,5/8/20,W,11298
79,5/9/20,A,10040
79,5/10/20,U,7441
79,5/11/20,W,10375
79,5/12/20,W,10859
79,5/13/20,W,11743
79,5/14/20,W,8769
79,5/15/20,W,10972
79,5/16/20,A,9396
79,5/17/20,U,6274
79,5/18/20,W,10835
79,5/19/20,W,10512
79,5/20/20,W,11497
79,5/21/20,W,11161
79,5/22/20,W,10392
79,5/23/20,A,8960
79,5/24/20,U,8621
79,5/25/20,U,8735
79,5/26/20,W,11984
79,5/27/20,W,12519
79,5/28/20,W,11535
79,5/29/20,W,11334
79,5/30/20,A,12642
79,5/31/20,U,4860
8,5/1/20,W,6325
8,5/2/20,A,5612
8,5/3/20,U,3817
8,5/4/20,W,5345
8,5/5/20,W,5282
8,5/6/20,W,5371
8,5/7/20,W,5782
8,5/8/20,W,4862
8,5/9/20,A,5091
8,5/10/20,U,2336
8,5/11/20,W,4904
8,5/12/20,W,5633
8,5/13/20,W,5814
8,5/14/20,W,4811
8,5/15/20,W,5841
8,5/16/20,A,4848
8,5/17/20,U,2368
8,5/18/20,W,5135
8,5/19/20,W,5445
8,5/20/20,W,5727
8,5/21/20,W,5820
8,5/22/20,W,6127
8,5/23/20,A,4040
8,5/24/20,U,4160
8,5/25/20,U,3961
8,5/26/20,W,6040
8,5/27/20,W,6277
8,5/28/20,W,5983
8,5/29/20,W,6275
8,5/30/20,A,5537
8,5/31/20,U,1764
80,5/1/20,W,2468
80,5/2/20,A,2153
80,5/3/20,U,1468
80,5/4/20,W,2042
80,5/5/20,W,2280
80,5/6/20,W,2586
80,5/7/20,W,2295
80,5/8/20,W,2152
80,5/9/20,A,2231
80,5/10/20,U,1308
80,5/11/20,W,2275
80,5/12/20,W,2333
80,5/13/20,W,2444
80,5/14/20,W,2128
80,5/15/20,W,2698
80,5/16/20,A,2253
80,5/17/20,U,1240
80,5/18/20,W,2293
80,5/19/20,W,1995
80,5/20/20,W,2966
80,5/21/20,W,2556
80,5/22/20,W,2766
80,5/23/20,A,2159
80,5/24/20,U,1760
80,5/25/20,U,1538
80,5/26/20,W,2568
80,5/27/20,W,2749
80,5/28/20,W,2533
80,5/29/20,W,2342
80,5/30/20,A,2539
80,5/31/20,U,1119
81,5/1/20,W,3478
81,5/2/20,A,3147
81,5/3/20,U,2066
81,5/4/20,W,3156
81,5/5/20,W,3342
81,5/6/20,W,3323
81,5/7/20,W,3436
81,5/8/20,W,3278
81,5/9/20,A,3133
81,5/10/20,U,2332
81,5/11/20,W,3100
81,5/12/20,W,3486
81,5/13/20,W,3851
81,5/14/20,W,3211
81,5/15/20,W,3822
81,5/16/20,A,3206
81,5/17/20,U,2229
81,5/18/20,W,3742
81,5/19/20,W,3562
81,5/20/20,W,3532
81,5/21/20,W,3098
81,5/22/20,W,3676
81,5/23/20,A,3159
81,5/24/20,U,2535
81,5/25/20,U,2711
81,5/26/20,W,3752
81,5/27/20,W,3965
81,5/28/20,W,3707
81,5/29/20,W,3980
81,5/30/20,A,3386
81,5/31/20,U,1770
81W,5/1/20,W,381
81W,5/2/20,A,209
81W,5/3/20,U,212
81W,5/4/20,W,362
81W,5/5/20,W,357
81W,5/6/20,W,358
81W,5/7/20,W,335
81W,5/8/20,W,426
81W,5/9/20,A,321
81W,5/10/20,U,75
81W,5/11/20,W,408
81W,5/12/20,W,299
81W,5/13/20,W,379
81W,5/14/20,W,362
81W,5/15/20,W,388
81W,5/16/20,A,268
81W,5/17/20,U,83
81W,5/18/20,W,411
81W,5/19/20,W,340
81W,5/20/20,W,504
81W,5/21/20,W,404
81W,5/22/20,W,491
81W,5/23/20,A,313
81W,5/24/20,U,150
81W,5/25/20,U,179
81W,5/26/20,W,409
81W,5/27/20,W,497
81W,5/28/20,W,296
81W,5/29/20,W,365
81W,5/30/20,A,372
81W,5/31/20,U,125
82,5/1/20,W,5395
82,5/2/20,A,4754
82,5/3/20,U,3559
82,5/4/20,W,5728
82,5/5/20,W,5396
82,5/6/20,W,5477
82,5/7/20,W,5568
82,5/8/20,W,5778
82,5/9/20,A,4183
82,5/10/20,U,3166
82,5/11/20,W,5748
82,5/12/20,W,5306
82,5/13/20,W,5737
82,5/14/20,W,4918
82,5/15/20,W,5794
82,5/16/20,A,4508
82,5/17/20,U,2884
82,5/18/20,W,5408
82,5/19/20,W,5606
82,5/20/20,W,5950
82,5/21/20,W,6144
82,5/22/20,W,5536
82,5/23/20,A,3507
82,5/24/20,U,3944
82,5/25/20,U,4288
82,5/26/20,W,6249
82,5/27/20,W,4495
82,5/28/20,W,5764
82,5/29/20,W,5890
82,5/30/20,A,3779
82,5/31/20,U,2086
84,5/1/20,W,869
84,5/2/20,A,527
84,5/3/20,U,429
84,5/4/20,W,752
84,5/5/20,W,763
84,5/6/20,W,897
84,5/7/20,W,793
84,5/8/20,W,693
84,5/9/20,A,478
84,5/10/20,U,328
84,5/11/20,W,715
84,5/12/20,W,808
84,5/13/20,W,703
84,5/14/20,W,578
84,5/15/20,W,814
84,5/16/20,A,542
84,5/17/20,U,281
84,5/18/20,W,605
84,5/19/20,W,533
84,5/20/20,W,686
84,5/21/20,W,509
84,5/22/20,W,645
84,5/23/20,A,554
84,5/24/20,U,369
84,5/25/20,U,233
84,5/26/20,W,760
84,5/27/20,W,719
84,5/28/20,W,655
84,5/29/20,W,607
84,5/30/20,A,723
84,5/31/20,U,162
85,5/1/20,W,4110
85,5/2/20,A,3047
85,5/3/20,U,2639
85,5/4/20,W,3834
85,5/5/20,W,3646
85,5/6/20,W,4089
85,5/7/20,W,4233
85,5/8/20,W,3465
85,5/9/20,A,3436
85,5/10/20,U,1909
85,5/11/20,W,3770
85,5/12/20,W,3820
85,5/13/20,W,4399
85,5/14/20,W,3215
85,5/15/20,W,4254
85,5/16/20,A,2889
